Id,Name,ProgramId
0jiVY00000002MfYAI,Medical care access general support - Outreach,11WVY000000GC0P2AW
0jiVY00000002MgYAI,Medical evaluation-Onsite - Outreach,11WVY000000GC0P2AW
0jiVY00000002MiYAI,Mental Health Crisis-Outcome - Outreach,11WVY000000GC0P2AW
0jiVY00000002MnYAI,Mental Health Engagement-Outcome - Outreach,11WVY000000GC0P2AW
0jiVY00000002MoYAI,Mental health general support (not clinical counseling) - Outreach,11WVY000000GC0P2AW
0jiVY00000002MqYAI,Mental/behavioral health appointment-Offsite - Outreach,11WVY000000GC0P2AW
0jiVY00000002MrYAI,MHP Referral - Outreach,11WVY000000GC0P2AW
0jiVY00000002MsYAI,New School Enrollment-Outcome - Outreach,11WVY000000GC0P2AW
0jiVY00000002MtYAI,Newly Employed-Outcome - Outreach,11WVY000000GC0P2AW
0jiVY00000002MuYAI,Newly housed-Outcome - Outreach,11WVY000000GC0P2AW
0jiVY00000002MvYAI,Night of stay - Outreach,11WVY000000GC0P2AW
0jiVY00000002MwYAI,Obtained GED-Outcome - Outreach,11WVY000000GC0P2AW
0jiVY00000002MxYAI,Obtained Job Certification-Outcome - Outreach,11WVY000000GC0P2AW
0jiVY00000002MyYAI,Other Referral - Outreach,11WVY000000GC0P2AW
0jiVY00000002MzYAI,Outcome - Counseling - Outreach,11WVY000000GC0P2AW
0jiVY00000002N0YAI,Outreach contact to agency/organization/group - Outreach,11WVY000000GC0P2AW
0jiVY00000002N1YAI,Overnight guest - Outreach,11WVY000000GC0P2AW
0jiVY00000002N3YAI,Participant attended court session - Outreach,11WVY000000GC0P2AW
0jiVY00000002N4YAI,Participant volunteer opportunity - Outreach,11WVY000000GC0P2AW
0jiVY00000002N5YAI,Pathway's Referral - Outreach,11WVY000000GC0P2AW
0jiVY00000002N6YAI,PEAK Application Completed - Outreach,11WVY000000GC0P2AW
0jiVY00000002N7YAI,People's Clinic Referral - Outreach,11WVY000000GC0P2AW
0jiVY00000002N8YAI,Personal hygiene general support - Outreach,11WVY000000GC0P2AW
0jiVY00000002N9YAI,Physical Recreational Activity - Outreach,11WVY000000GC0P2AW
0jiVY00000002NBYAY,Points store use - Outreach,11WVY000000GC0P2AW
0jiVY00000002NDYAY,Professional team engagement - Outreach,11WVY000000GC0P2AW
0jiVY00000002NEYAY,Prosocial or recreational activity - Outreach,11WVY000000GC0P2AW
0jiVY00000002NFYAY,Psychological evaluation-Onsite - Outreach,11WVY000000GC0P2AW
0jiVY00000002NGYAY,Psychosocial assessment completed - Outreach,11WVY000000GC0P2AW
0jiVY00000002NHYAY,Public benefits support - Outreach,11WVY000000GC0P2AW
0jiVY00000002NIYAY,QRTP assessment completed - Outreach,11WVY000000GC0P2AW
0jiVY00000002NJYAY,Recovery Cafe Referral - Outreach,11WVY000000GC0P2AW
0jiVY00000002NKYAY,Recreational Activity - Outreach,11WVY000000GC0P2AW
0jiVY00000002NLYAY,Reduced Substance Use-Outcome - Outreach,11WVY000000GC0P2AW
0jiVY00000002NMYAY,Referral-Child welfare/Foster care/Chafee - Outreach,11WVY000000GC0P2AW
0jiVY00000002NNYAY,Referral-Education program or institution - Outreach,11WVY000000GC0P2AW
0jiVY00000002NOYAY,Referral-Equine therapy - Outreach,11WVY000000GC0P2AW
0jiVY00000002NPYAY,Referral-GED tutoring - Outreach,11WVY000000GC0P2AW
0jiVY00000002NQYAY,Referral-Health-Dental provider - Outreach,11WVY000000GC0P2AW
0jiVY00000002NRYAY,Referral-Health-Medical provider - Outreach,11WVY000000GC0P2AW
0jiVY00000002NSYAY,Referral-Health-Vision provider - Outreach,11WVY000000GC0P2AW
0jiVY00000002NTYAY,Referral-Housing program: 1440 Pine - Outreach,11WVY000000GC0P2AW
0jiVY00000002NUYAY,Referral-Housing program: Non-TGTHR - Outreach,11WVY000000GC0P2AW
0jiVY00000002NVYAY,Referral-Housing program: TGTHR TLP/RRH - Outreach,11WVY000000GC0P2AW
0jiVY00000002NWYAY,Referral-LGBTQ+ support provider - Outreach,11WVY000000GC0P2AW
0jiVY00000002NXYAY,Referral-Mental/behavioral health provider - Outreach,11WVY000000GC0P2AW
0jiVY00000002NYYAY,"Referral-Public benefits agency (SNAP, SSI, DIS) - Outreach",11WVY000000GC0P2AW
0jiVY00000002NZYAY,Referral-Sexual health services or testing provider - Outreach,11WVY000000GC0P2AW
0jiVY00000002NaYAI,Referral-Source drop-in - Outreach,11WVY000000GC0P2AW
0jiVY00000002NbYAI,Referral-Substance abuse counseling provider or Substance use support (not cli - Outreach,11WVY000000GC0P2AW
0jiVY00000002NcYAI,Referral-Workforce or employment agency - Outreach,11WVY000000GC0P2AW
0jiVY00000002NdYAI,Room/apartment search - Outreach,11WVY000000GC0P2AW
0jiVY00000002NeYAI,Safe Lot Referral - Outreach,11WVY000000GC0P2AW
0jiVY00000002NfYAI,Safety Planning - Outreach,11WVY000000GC0P2AW
0jiVY00000002NgYAI,Self-care general support - Outreach,11WVY000000GC0P2AW
0jiVY00000002NhYAI,Sexual Health Referral - Outreach,11WVY000000GC0P2AW
0jiVY00000002NiYAI,Sexual health supply provided - Outreach,11WVY000000GC0P2AW
0jiVY00000002NjYAI,Sexual health testing-Onsite - Outreach,11WVY000000GC0P2AW
0jiVY00000002NkYAI,Shelter Referral - Outreach,11WVY000000GC0P2AW
0jiVY00000002NmYAI,SOP Contact - Outreach,11WVY000000GC0P2AW
0jiVY00000002NnYAI,Sponsor time - Outreach,11WVY000000GC0P2AW
0jiVY00000002NoYAI,Stably Housed-Outcome - Outreach,11WVY000000GC0P2AW
0jiVY00000002NpYAI,Still Employed-Outcome - Outreach,11WVY000000GC0P2AW
0jiVY00000002NqYAI,Substance Abuse - Outreach,11WVY000000GC0P2AW
0jiVY00000002NsYAI,Substance use monitoring (urinalysis/blood test) - Outreach,11WVY000000GC0P2AW
0jiVY00000002NtYAI,Substance Use Relapse-Outcome - Outreach,11WVY000000GC0P2AW
0jiVY00000002NuYAI,Substance use support (not clinical counseling) - Outreach,11WVY000000GC0P2AW
0jiVY00000002NwYAI,Supportive Employment - Drop In Hours - Outreach,11WVY000000GC0P2AW
0jiVY00000002NxYAI,Supportive Employment - Group - Outreach,11WVY000000GC0P2AW
0jiVY00000002NyYAI,Talking Points - Outreach,11WVY000000GC0P2AW
0jiVY00000002NzYAI,TAY-VISPIDAT completed - Outreach,11WVY000000GC0P2AW
0jiVY00000002O0YAI,The HUB Referral - Outreach,11WVY000000GC0P2AW
0jiVY00000002O1YAI,The Source Referral - Outreach,11WVY000000GC0P2AW
0jiVY00000002O2YAI,TLP-Case Management - Outreach,11WVY000000GC0P2AW
0jiVY00000002O4YAI,Transportation Referral - Outreach,11WVY000000GC0P2AW
0jiVY00000002O5YAI,Transportation-Bus pass or ride provided - Outreach,11WVY000000GC0P2AW
0jiVY00000002O6YAI,Transportation-Training or information provided - Outreach,11WVY000000GC0P2AW
0jiVY00000002O9YAI,VCP Referral - Outreach,11WVY000000GC0P2AW
0jiVY00000002OBYAY,Visited Deacons - Outreach,11WVY000000GC0P2AW
0jiVY00000002OCYAY,Visited Harvest of Hope - Outreach,11WVY000000GC0P2AW
0jiVY00000002ODYAY,Visited HOPE - Outreach,11WVY000000GC0P2AW
0jiVY00000002OEYAY,Visited People's Clinic - Outreach,11WVY000000GC0P2AW
0jiVY00000002OFYAY,Visited Recovery Cafe - Outreach,11WVY000000GC0P2AW
0jiVY00000002OGYAY,Visited Shelter - Outreach,11WVY000000GC0P2AW
0jiVY00000002OHYAY,Visited The HUB - Outreach,11WVY000000GC0P2AW
0jiVY00000002OIYAY,Visited VCP - Outreach,11WVY000000GC0P2AW
0jiVY00000002OJYAY,Youth Outreach Contact - Outreach,11WVY000000GC0P2AW
0jiVY00000002OKYAY,Peer - Counseling Group - Outreach,11WVY000000GC0P2AW
0jiVY00000002OLYAY,Peer - Mental Health Check-in - Outreach,11WVY000000GC0P2AW
0jiVY00000002d7YAA,Creative Expression Activity - Drop-In,11WVY000000GC212AG
0jiVY00000002d8YAA,Returned to Services-Outcome - Drop-In,11WVY000000GC212AG
0jiVY00000002d9YAA,Education-GED testing - Drop-In,11WVY000000GC212AG
0jiVY00000002dAYAQ,Family Coaching - Drop-In,11WVY000000GC212AG
0jiVY00000002dBYAQ,Clinical counseling-Crisis intervention - Drop-In,11WVY000000GC212AG
0jiVY00000002kGYAQ,Creative Expression Activity - Outreach,11WVY000000GC0P2AW
0jiVY00000002kIYAQ,Education-GED testing - Outreach,11WVY000000GC0P2AW
0jiVY00000002kJYAQ,Family Coaching - Outreach,11WVY000000GC0P2AW
0jiVY00000002kKYAQ,Clinical counseling-Crisis intervention - Outreach,11WVY000000GC0P2AW
0jiVY00000002kzYAA,Judith Vargas Employment,11WVY000000GC212AG
0jiVY00000002mbYAA,JG,11WVY000000GC212AG
0jiVY00000003HFYAY,Harm reduction kit - Outreach,11WVY000000GC0P2AW
0jiVY00000003IrYAI,Shelter referral-Outreach,11WVY000000GC0P2AW
